ego_id,n,seed,complete_pivot_best_cost,complete_pivot_average_cost,complete_ilp_cost,complete_lp_cost,p_delete,edge_pivot_best_cost,edge_pivot_average_cost,edge_all_pairs_ilp_cost,edge_all_pairs_lp_cost,complete_min_max_cc_computed,complete_min_max_cc_cluster_count,complete_min_max_cc_max_disagreement,complete_min_max_cc_d_hat,complete_min_max_cc_lambda,complete_min_max_cc_runtime_seconds,complete_min_max_lp_computed,complete_min_max_lp_cost,complete_min_max_lp_rounding_cost,complete_min_max_lp_max_disagreement_vertex,complete_min_max_lp_cluster_count,complete_min_max_lp_r,complete_min_max_lp_r2,complete_min_max_lp_method,complete_min_max_lp_norm,complete_min_max_lp_runtime_seconds,complete_min_max_lp_rounding_runtime_seconds,complete_min_max_lp_total_runtime_seconds,edge_min_max_cc_computed,edge_min_max_cc_cluster_count,edge_min_max_cc_max_disagreement,edge_min_max_cc_d_hat,edge_min_max_cc_lambda,edge_min_max_cc_runtime_seconds,edge_min_max_lp_computed,edge_min_max_lp_cost,edge_min_max_lp_rounding_cost,edge_min_max_lp_max_disagreement_vertex,edge_min_max_lp_cluster_count,edge_min_max_lp_r,edge_min_max_lp_r2,edge_min_max_lp_method,edge_min_max_lp_norm,edge_min_max_lp_runtime_seconds,edge_min_max_lp_rounding_runtime_seconds,edge_min_max_lp_total_runtime_seconds
0,342,15,,,,,0.15,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,291,42,8,5,0.023907,,,,,,,,,,,,
0,342,16,,,,,0.15,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,291,52,8,5,0.024105,,,,,,,,,,,,
0,342,17,,,,,0.15,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,290,52,8,5,0.024419,,,,,,,,,,,,
0,342,18,,,,,0.15,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,291,50,8,5,0.024345,,,,,,,,,,,,
0,342,19,,,,,0.15,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,289,51,8,5,0.024519,,,,,,,,,,,,
0,342,20,,,,,0.15,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,291,49,8,5,0.024437,,,,,,,,,,,,
0,342,21,,,,,0.15,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,290,48,8,5,0.024422,,,,,,,,,,,,
0,342,22,,,,,0.15,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,288,53,8,5,0.024174,,,,,,,,,,,,
0,342,23,,,,,0.15,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,294,49,8,5,0.023551,,,,,,,,,,,,
0,342,24,,,,,0.15,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,293,48,8,5,0.024531,,,,,,,,,,,,
